# Date:     2023-05-07 18:47:20
# Database: ocvs
# Target:   all_hb
# Query:    P>=0 
# Objects:  991
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P	T0	A	Ecc	Incl	Peri	Model
OGLE-LMC-HB-0016	RG	04:51:51.22	-69:43:14.1	15.207	16.232	1.025	128.69000000	9086.4000	0.023	0.2000	76.80	32.70	1
OGLE-LMC-HB-0017	MS	04:51:55.92	-69:23:34.4	16.258	16.170	-0.088	19.72612000	9004.1110	0.093	0.1760	17.31	9.40	1
OGLE-LMC-HB-0018	RG	04:52:05.62	-66:48:36.0	14.975	16.558	1.583	577.86000000	9165.2000	0.052	0.3787	53.10	173.40	1
OGLE-LMC-HB-0019	RG	04:52:13.16	-69:33:03.2	15.487	17.067	1.580	547.52000000	9326.2000	0.022	0.4470	60.10	102.20	1
OGLE-LMC-HB-0020	RG	04:52:23.88	-68:21:54.5	12.874	14.222	1.348	415.37700000	9386.9100	0.263	0.0191	12.70	45.88	0
OGLE-LMC-HB-0021	RG	04:52:34.35	-68:50:33.6	15.204	16.891	1.687	402.65000000	9126.1000	0.021	0.1310	43.30	171.50	1
OGLE-LMC-HB-0022	RG	04:53:26.93	-66:33:57.6	15.025	16.777	1.752	370.70000000	9249.8000	0.085	0.2967	54.20	100.20	1
OGLE-LMC-HB-0023	RG	04:54:02.31	-68:07:15.7	16.226	17.718	1.492	237.91000000	9078.9000	0.026	0.1930	73.60	104.80	1
OGLE-LMC-HB-0024	RG	04:54:43.85	-69:04:56.8	15.598	17.149	1.551	222.29500000	9039.1000	0.035	0.2890	44.90	144.90	1
OGLE-LMC-HB-0025	RG	04:54:45.50	-66:21:12.6	14.430	16.162	1.732	578.54000000	9125.9000	0.057	0.3710	74.60	75.60	1
OGLE-LMC-HB-0026	RG	04:54:55.57	-70:45:26.6	13.916	15.416	1.500	700.00000000	9470.9000	0.021	0.4070	45.50	17.30	0
OGLE-LMC-HB-0027	MS	04:54:58.19	-67:38:02.0	16.177	16.108	-0.069	6.45144500	9004.7560	0.028	0.3280	48.20	59.90	0
OGLE-LMC-HB-0028	RG	04:55:08.93	-67:35:27.0	14.292	15.669	1.377	636.65000000	9517.1000	0.028	0.4940	56.50	3.00	1
OGLE-LMC-HB-0029	RG	04:55:31.17	-72:35:18.9	14.872	16.631	1.759	433.04000000	9097.8000	0.072	0.2954	69.20	96.60	1
OGLE-LMC-HB-0030	MS	04:55:31.22	-69:28:05.5	16.516	16.656	0.140	395.06700000	9386.9000	0.097	0.4619	35.15	35.40	0
OGLE-LMC-HB-0031	RG	04:55:44.26	-68:42:39.5	15.641	17.281	1.640	496.03000000	9267.5000	0.045	0.3979	62.30	174.20	1
OGLE-LMC-HB-0032	MS	04:55:47.83	-69:28:09.0	13.965	13.923	-0.042	31.08959500	9013.0210	0.248	0.7434	89.90	90.00	0
OGLE-LMC-HB-0033	RG	04:55:50.19	-70:01:55.1	15.544	17.149	1.605	622.84000000	9177.8000	0.079	0.5506	88.50	70.50	1
OGLE-LMC-HB-0034	RG	04:55:56.62	-66:56:12.4	15.050	16.604	1.554	537.06000000	9385.5000	0.033	0.4450	59.90	36.50	1
OGLE-LMC-HB-0035	RG	04:56:36.66	-72:20:49.8	15.512	17.030	1.518	242.59400000	9083.6000	0.090	0.2296	52.20	68.10	1
OGLE-LMC-HB-0036	RG	04:56:43.27	-69:34:15.7	15.542	17.079	1.537	271.60600000	9080.9000	0.056	0.2181	51.00	72.10	1
OGLE-LMC-HB-0037	RG	04:56:48.72	-70:21:19.9	15.462	16.939	1.477	392.56000000	9028.4000	0.026	0.4580	44.00	4.10	1
OGLE-LMC-HB-0038	MS	04:56:58.69	-66:23:22.3	15.375	15.368	-0.007	4.18476000	9000.0500	0.014	0.2880	34.80	13.00	0
OGLE-LMC-HB-0039	RG	04:57:00.00	-69:19:56.1	14.914	16.301	1.387	356.35000000	9030.3000	0.021	0.2960	45.70	17.80	1
OGLE-LMC-HB-0040	RG	04:57:04.02	-70:57:40.6	15.628	17.099	1.471	327.99000000	9087.6000	0.021	0.2470	67.00	133.90	0
OGLE-LMC-HB-0041	RG	04:57:04.70	-72:16:49.8	14.373	15.932	1.559	354.75000000	9277.8000	0.049	0.1640	65.00	35.60	1
OGLE-LMC-HB-0042	RG	04:57:10.25	-70:58:22.9	15.598	17.160	1.562	575.54000000	9472.2000	0.039	0.5020	56.20	59.40	1
OGLE-LMC-HB-0043	MS	04:57:17.07	-69:40:01.4	16.231	16.197	-0.034	8.54268000	9003.6400	0.022	0.4400	42.60	127.30	0
OGLE-LMC-HB-0044	RG	04:57:18.38	-69:19:16.6	15.056	16.631	1.575	694.34000000	9163.3000	0.033	0.5110	63.00	139.00	1
OGLE-LMC-HB-0045	MS	04:57:26.09	-69:26:26.3	15.876	15.832	-0.044	4.78841100	9001.2240	0.022	0.2900	52.90	6.00	0
OGLE-LMC-HB-0046	MS	04:57:49.48	-70:12:15.5	14.102	14.195	0.093	43.51870000	9028.8000	0.076	0.4210	19.00	77.80	1
OGLE-LMC-HB-0047	RG	04:57:51.99	-69:38:22.0	15.817	17.340	1.523	322.17000000	9101.1000	0.032	0.1860	89.90	127.70	1
OGLE-LMC-HB-0048	RG	04:58:18.44	-72:53:06.7	15.061	16.830	1.769	444.50000000	9043.6000	0.075	0.3103	60.40	13.10	1
OGLE-LMC-HB-0049	RG	04:58:30.60	-70:44:55.8	16.122	17.464	1.342	394.20000000	9128.8000	0.024	0.4400	58.30	28.80	1
OGLE-LMC-HB-0050	MS	04:59:00.97	-69:09:44.4	17.114	17.735	0.621	12.88226000	9001.2840	0.111	0.2045	81.00	25.30	0
OGLE-LMC-HB-0051	RG	04:59:44.84	-69:48:18.4	15.349	16.610	1.261	342.27300000	9221.0000	0.050	0.3072	55.00	4.80	1
OGLE-LMC-HB-0052	RG	04:59:45.09	-68:21:17.1	15.984	17.364	1.380	209.46000000	9061.3000	0.024	0.2830	31.00	158.70	1
OGLE-LMC-HB-0053	RG	04:59:46.64	-70:29:48.1	14.374	15.986	1.612	615.11000000	9551.1000	0.039	0.4540	50.30	46.60	1
OGLE-LMC-HB-0054	RG	04:59:52.29	-69:14:19.8	15.928	17.306	1.378	251.51000000	9114.8500	0.032	0.6880	27.90	84.30	0
OGLE-LMC-HB-0055	RG	05:00:22.48	-70:07:38.1	16.057	17.371	1.314	197.29600000	9175.2000	0.032	0.3030	31.60	155.80	1
OGLE-LMC-HB-0056	RG	05:00:22.72	-69:20:34.9	16.517	17.988	1.471	191.79000000	9097.6000	0.044	0.2370	59.70	133.70	1
OGLE-LMC-HB-0057	RG	05:00:36.25	-68:53:36.8	14.161	15.674	1.513	302.52100000	9184.4000	0.057	0.1530	66.10	128.60	1
OGLE-LMC-HB-0058	RG	05:00:41.87	-67:57:49.6	15.889	17.404	1.515	209.44800000	9029.1000	0.047	0.1527	76.90	107.60	1
OGLE-LMC-HB-0059	RG	05:00:53.23	-68:44:41.0	15.399	16.821	1.422	419.66000000	9386.2000	0.025	0.4070	62.70	129.00	1
OGLE-LMC-HB-0060	RG	05:01:40.52	-68:38:40.7	15.107	16.640	1.533	320.85000000	9136.7400	0.088	0.2758	56.19	152.80	1
OGLE-LMC-HB-0061	RG	05:01:43.68	-70:04:38.0	15.324	16.933	1.609	327.86800000	9124.7000	0.044	0.2680	32.86	167.20	1
OGLE-LMC-HB-0062	RG	05:01:46.92	-67:29:16.3	16.024	17.383	1.359	239.03000000	9059.4000	0.023	0.3050	50.90	141.10	1
OGLE-LMC-HB-0063	RG	05:01:50.19	-66:42:49.5	15.021	16.652	1.631	380.97000000	9285.9000	0.045	0.2471	61.00	93.80	1
OGLE-LMC-HB-0064	RG	05:02:20.98	-69:39:23.1	15.058	16.808	1.750	526.11000000	9019.3000	0.042	0.3658	77.00	79.50	1
OGLE-LMC-HB-0065	RG	05:02:33.12	-72:17:12.8	15.754	17.244	1.490	255.37500000	9106.5000	0.093	0.2934	68.30	64.30	1
OGLE-LMC-HB-0066	RG	05:02:37.66	-69:08:41.6	14.992	16.737	1.745	532.15000000	9098.0000	0.038	0.1533	58.40	45.40	1
OGLE-LMC-HB-0067	RG	05:02:52.67	-67:28:21.6	15.245	16.753	1.508	371.78000000	9269.4000	0.025	0.1620	64.00	60.50	1
OGLE-LMC-HB-0068	RG	05:02:53.87	-69:56:53.4	15.546	17.143	1.597	315.48000000	9315.3000	0.018	0.1190	63.00	63.00	1
OGLE-LMC-HB-0069	RG	05:02:55.48	-68:31:42.6	16.519	18.207	1.688	178.12300000	9157.6100	0.087	0.2443	68.70	111.00	1
OGLE-LMC-HB-0070	MS	05:03:06.92	-70:40:39.6	14.278	14.336	0.058	27.82349000	9024.0100	0.089	0.4761	28.89	89.48	0
OGLE-LMC-HB-0071	MS	05:03:10.35	-68:38:36.2	14.648	14.486	-0.162	6.21482700	9002.3330	0.023	0.1630	33.80	7.80	1
OGLE-LMC-HB-0072	MS	05:03:17.62	-67:03:33.2	15.379	15.193	-0.186	4.57968000	9002.6270	0.019	0.3650	40.50	19.00	0
OGLE-LMC-HB-0073	RG	05:03:25.55	-71:56:42.2	16.012	17.343	1.331	202.15000000	9118.9000	0.027	0.2220	60.00	37.30	1
OGLE-LMC-HB-0074	RG	05:03:41.43	-69:21:04.6	15.852	17.254	1.402	694.80000000	9631.8000	0.027	0.6330	65.00	87.90	1
OGLE-LMC-HB-0075	RG	05:03:53.56	-70:40:11.0	15.265	16.896	1.631	474.31300000	9119.3400	0.121	0.4174	72.10	111.90	1
OGLE-LMC-HB-0076	RG	05:04:23.12	-70:22:21.9	14.697	16.000	1.303	376.77000000	9253.3000	0.021	0.4330	65.40	130.90	1
OGLE-LMC-HB-0077	RG	05:04:41.81	-65:13:53.1	15.864	17.111	1.247	312.87000000	9307.7000	0.013	0.2970	49.00	19.00	0
OGLE-LMC-HB-0078	RG	05:04:45.51	-69:15:08.5	13.838	15.356	1.518	661.15000000	9477.7000	0.018	0.3900	61.50	123.40	1
OGLE-LMC-HB-0079	RG	05:04:46.85	-70:17:59.2	15.807	17.183	1.376	251.42700000	9028.9000	0.045	0.3740	70.50	119.10	1
OGLE-LMC-HB-0080	RG	05:04:50.24	-72:01:33.5	13.871	15.260	1.389	811.80000000	9491.7000	0.052	0.4730	74.30	94.80	0
OGLE-LMC-HB-0081	RG	05:04:50.65	-71:52:05.2	15.872	17.367	1.495	682.60000000	9010.1000	0.044	0.5330	89.50	123.10	1
OGLE-LMC-HB-0082	RG	05:05:05.46	-70:15:27.1	15.086	16.584	1.498	449.24000000	9047.9000	0.024	0.2040	70.60	24.10	1
OGLE-LMC-HB-0083	RG	05:05:09.12	-68:48:36.1	14.370	15.572	1.202	205.45300000	9072.3000	0.065	0.1750	62.40	60.00	1
OGLE-LMC-HB-0084	MS	05:06:07.24	-68:05:59.7	14.546	14.635	0.089	61.12130000	9003.5700	0.044	0.4370	19.60	1.00	1
OGLE-LMC-HB-0085	RG	05:06:09.64	-67:12:04.5	15.514	16.767	1.253	227.61800000	9110.5000	0.035	0.2240	58.50	77.80	1
OGLE-LMC-HB-0086	RG	05:06:09.94	-68:31:52.8	15.630	17.145	1.515	318.22000000	9213.3000	0.024	0.1520	72.00	37.90	1
OGLE-LMC-HB-0087	RG	05:06:10.89	-69:50:33.8	15.141	16.897	1.756	394.19000000	9092.2000	0.045	0.1800	46.50	15.50	1
OGLE-LMC-HB-0088	RG	05:06:16.12	-71:05:16.7	15.107	16.622	1.515	278.18800000	9064.7000	0.033	0.2460	52.30	65.00	1
OGLE-LMC-HB-0089	RG	05:06:16.88	-71:14:56.7	15.722	17.176	1.454	300.31300000	9238.7000	0.060	0.2830	68.80	121.20	1
OGLE-LMC-HB-0090	RG	05:06:17.37	-69:39:33.6	15.815	17.273	1.458	241.91900000	9024.4000	0.028	0.1217	66.00	121.50	1
OGLE-LMC-HB-0091	RG	05:06:32.15	-71:01:22.3	15.436	16.853	1.417	302.97000000	9213.5000	0.020	0.1900	62.00	4.70	1
OGLE-LMC-HB-0092	RG	05:06:33.51	-69:57:20.6	15.571	17.153	1.582	478.94000000	9284.6000	0.040	0.4120	68.10	91.90	1
OGLE-LMC-HB-0093	MS	05:06:37.31	-70:33:48.4	14.131	14.253	0.122	19.88353000	9010.5600	0.035	0.3490	13.60	112.00	1
OGLE-LMC-HB-0094	RG	05:06:41.30	-69:06:04.1	14.828	16.265	1.437	238.30700000	9009.5000	0.041	0.2467	51.60	36.10	1
OGLE-LMC-HB-0095	RG	05:06:45.95	-68:34:09.0	15.863	17.610	1.747	289.61200000	9253.2000	0.058	0.2937	70.30	169.00	1
OGLE-LMC-HB-0096	RG	05:06:57.99	-68:18:24.6	15.319	17.003	1.684	376.97300000	9143.5000	0.066	0.1904	88.70	124.90	1
OGLE-LMC-HB-0097	RG	05:06:59.04	-68:03:13.1	15.343	16.845	1.502	323.39000000	9099.8000	0.021	0.2020	63.00	105.50	0
OGLE-LMC-HB-0098	RG	05:07:22.74	-71:43:13.4	15.985	17.459	1.474	382.91000000	9005.9000	0.026	0.4010	50.70	152.80	1
OGLE-LMC-HB-0099	RG	05:07:25.69	-71:21:53.0	15.008	16.402	1.394	408.90000000	9188.0000	0.016	0.1670	41.90	154.00	1
OGLE-LMC-HB-0100	RG	05:07:38.02	-68:07:20.6	15.137	16.726	1.589	667.55000000	9555.6000	0.034	0.4620	49.10	116.90	0
OGLE-LMC-HB-0101	RG	05:07:42.66	-71:32:27.9	15.019	16.562	1.543	371.68000000	9091.3000	0.072	0.3400	67.70	34.30	1
OGLE-LMC-HB-0102	RG	05:07:48.74	-69:03:31.3	16.140	17.517	1.377	215.26100000	9003.7000	0.024	0.1940	67.80	162.60	1
OGLE-LMC-HB-0103	RG	05:07:57.22	-67:01:51.5	15.386	16.954	1.568	633.27000000	9437.5000	0.028	0.5110	47.80	166.20	1
OGLE-LMC-HB-0104	RG	05:08:01.61	-68:15:03.4	15.917	17.385	1.468	222.03200000	9201.7600	0.064	0.2845	47.37	27.40	1
OGLE-LMC-HB-0105	RG	05:08:06.00	-69:32:04.5	16.086	17.481	1.395	414.42000000	9286.6000	0.018	0.2950	57.10	109.90	1
OGLE-LMC-HB-0106	RG	05:08:06.51	-70:01:02.2	13.257	14.794	1.537	1264.70000000	9673.6000	0.033	0.4900	51.60	149.40	1
OGLE-LMC-HB-0107	MS	05:08:07.08	-71:10:50.6	15.019	14.876	-0.143	8.20402000	9004.1600	0.015	0.5020	31.70	121.00	0
OGLE-LMC-HB-0108	RG	05:08:15.91	-69:14:30.7	15.673	16.991	1.318	220.29500000	9031.6000	0.020	0.1830	67.00	35.90	1
OGLE-LMC-HB-0109	RG	05:08:17.79	-68:39:43.0	14.168	15.584	1.416	477.32000000	9468.8000	0.014	0.3980	19.10	19.00	1
OGLE-LMC-HB-0110	MS	05:08:18.59	-70:37:40.0	16.807	17.088	0.281	7.49809000	9006.0440	0.031	0.3270	45.70	179.30	0
OGLE-LMC-HB-0111	RG	05:08:46.27	-69:20:27.5	15.538	17.329	1.791	468.96000000	9054.6000	0.024	0.1220	70.00	44.20	0
OGLE-LMC-HB-0112	RG	05:09:21.72	-68:29:24.0	13.602	14.867	1.265	424.15000000	9075.2000	0.066	0.2603	82.50	166.20	1
OGLE-LMC-HB-0113	RG	05:09:45.05	-68:33:50.8	16.013	17.373	1.360	250.95300000	9015.1000	0.037	0.3160	58.90	29.70	1
OGLE-LMC-HB-0114	MS	05:09:48.93	-68:52:46.8	14.910	15.067	0.157	56.32957000	9026.0600	0.135	0.2672	20.86	36.20	0
OGLE-LMC-HB-0115	RG	05:09:53.42	-69:34:36.4	15.278	16.941	1.663	448.82000000	9352.9000	0.048	0.2999	58.50	25.10	1
OGLE-LMC-HB-0116	RG	05:10:09.13	-69:00:19.9	16.175	17.786	1.611	323.30000000	9322.9000	0.026	0.1070	51.10	167.50	1
OGLE-LMC-HB-0117	RG	05:10:26.62	-70:24:39.4	15.661	17.080	1.419	645.46000000	9137.8000	0.043	0.5890	61.00	116.40	1
OGLE-LMC-HB-0118	RG	05:10:26.90	-69:04:39.6	13.929	15.091	1.162	303.85400000	9173.8000	0.049	0.1216	59.10	57.00	1
OGLE-LMC-HB-0119	RG	05:10:28.56	-67:14:12.8	14.410	15.909	1.499	856.73000000	9309.6000	0.024	0.5190	58.90	52.10	1
OGLE-LMC-HB-0120	RG	05:10:37.37	-69:03:13.1	13.176	14.801	1.625	647.43000000	9269.5000	0.058	0.1474	89.20	115.50	1
OGLE-LMC-HB-0121	RG	05:10:46.88	-69:51:51.0	16.127	17.605	1.478	257.81900000	9002.0000	0.030	0.3860	76.00	103.70	1
OGLE-LMC-HB-0122	MS	05:10:47.57	-70:10:46.6	14.799	15.025	0.226	259.47800000	9145.8200	0.097	0.4055	65.20	56.80	1
OGLE-LMC-HB-0123	RG	05:10:48.90	-67:55:14.5	15.506	17.054	1.548	233.58900000	9016.9000	0.082	0.3551	89.90	57.70	0
OGLE-LMC-HB-0124	RG	05:11:00.96	-69:14:25.0	15.601	17.022	1.421	282.86000000	9166.7000	0.025	0.1910	69.00	47.50	1
OGLE-LMC-HB-0125	RG	05:11:15.65	-69:28:09.8	14.604	16.291	1.687	487.57000000	9315.6000	0.028	0.1110	89.50	45.50	1
OGLE-LMC-HB-0126	RG	05:11:25.41	-68:41:47.1	15.900	17.242	1.342	172.53900000	9104.3000	0.035	0.2137	54.50	34.80	1
OGLE-LMC-HB-0127	RG	05:11:33.19	-71:33:09.8	16.240	17.574	1.334	187.90500000	9075.8000	0.054	0.2950	77.90	78.20	1
OGLE-LMC-HB-0128	RG	05:11:34.76	-69:03:58.1	13.552	15.296	1.744	924.73000000	9875.7000	0.060	0.4752	53.20	139.90	1
OGLE-LMC-HB-0129	RG	05:11:37.46	-68:48:46.2	15.410	17.139	1.729	447.83000000	9187.7000	0.028	0.1870	87.90	131.70	1
OGLE-LMC-HB-0130	RG	05:11:50.21	-71:31:15.6	15.542	17.219	1.677	431.59000000	9181.2000	0.033	0.1730	65.00	117.80	1
OGLE-LMC-HB-0131	RG	05:12:00.13	-69:08:38.2	14.416	16.363	1.947	643.54000000	9303.5000	0.038	0.2839	55.10	17.60	1
OGLE-LMC-HB-0132	RG	05:12:02.27	-67:14:56.8	16.239	17.791	1.552	259.49000000	9045.0000	0.029	0.2180	72.60	18.80	1
OGLE-LMC-HB-0133	RG	05:12:12.75	-69:34:46.9	15.354	16.981	1.627	304.57500000	9073.9000	0.045	0.1233	49.60	130.10	1
OGLE-LMC-HB-0134	RG	05:12:14.34	-69:31:54.4	15.884	17.337	1.453	221.54000000	9059.8000	0.024	0.1760	56.80	20.50	1
OGLE-LMC-HB-0135	RG	05:12:18.35	-69:17:04.3	15.242	17.266	2.024	439.41700000	9358.0000	0.120	0.1303	61.80	155.40	1
OGLE-LMC-HB-0136	RG	05:12:26.34	-68:46:07.5	15.296	16.753	1.457	565.75000000	9435.2000	0.033	0.3460	73.90	40.70	1
OGLE-LMC-HB-0137	RG	05:12:29.48	-69:22:08.7	15.817	17.396	1.579	237.04500000	9152.9000	0.057	0.2515	42.52	151.10	1
OGLE-LMC-HB-0138	RG	05:12:45.69	-70:57:11.9	15.681	17.086	1.405	221.02000000	9185.8000	0.022	0.2630	45.40	32.00	1
OGLE-LMC-HB-0139	RG	05:12:47.39	-72:19:16.6	15.379	16.970	1.591	536.84000000	9069.7000	0.046	0.4230	88.30	172.00	1
OGLE-LMC-HB-0140	RG	05:12:51.56	-69:10:23.0	16.526	17.623	1.097	136.39400000	9018.8000	0.028	0.2110	52.10	15.40	1
OGLE-LMC-HB-0141	RG	05:12:56.01	-68:25:00.4	15.068	16.814	1.746	469.12000000	9086.6000	0.070	0.2899	55.40	41.50	1
OGLE-LMC-HB-0142	RG	05:12:59.53	-70:42:45.1	16.016	17.461	1.445	276.30300000	9101.9000	0.050	0.2127	58.50	175.00	1
OGLE-LMC-HB-0143	RG	05:13:06.52	-69:38:56.5	16.341	18.035	1.694	225.08500000	9019.9000	0.058	0.3056	67.60	71.20	1
OGLE-LMC-HB-0144	RG	05:13:24.59	-70:56:17.9	16.043	17.495	1.452	363.17000000	9318.4000	0.033	0.3700	81.80	135.20	1
OGLE-LMC-HB-0145	RG	05:13:32.18	-68:41:48.3	15.520	17.219	1.699	495.51000000	9380.1000	0.056	0.2870	75.00	40.50	1
OGLE-LMC-HB-0146	RG	05:13:33.00	-68:56:19.7	16.584	18.079	1.495	180.04800000	9107.1000	0.036	0.2810	41.10	178.70	1
OGLE-LMC-HB-0147	RG	05:13:42.49	-68:57:06.2	16.688	17.981	1.293	204.86200000	9028.0000	0.023	0.1380	51.80	179.80	0
OGLE-LMC-HB-0148	RG	05:13:44.31	-71:39:29.7	16.636	17.928	1.292	186.24500000	9014.5000	0.038	0.2800	54.50	56.90	1
OGLE-LMC-HB-0149	RG	05:13:47.62	-69:30:49.5	15.592	17.145	1.553	306.27000000	9269.3000	0.029	0.1022	48.30	60.20	1
OGLE-LMC-HB-0150	RG	05:13:52.90	-69:47:27.0	15.913	17.172	1.259	180.00900000	9074.7700	0.059	0.2925	77.70	158.20	1
OGLE-LMC-HB-0151	RG	05:14:04.85	-69:06:44.2	14.940	16.638	1.698	368.29200000	9028.3600	0.148	0.2746	72.30	69.38	1
OGLE-LMC-HB-0152	RG	05:14:41.04	-70:16:43.8	13.635	15.435	1.800	593.20000000	9492.1000	0.044	0.1517	54.50	147.60	1
OGLE-LMC-HB-0153	RG	05:14:42.20	-71:12:12.2	14.707	16.264	1.557	360.10000000	9259.2000	0.029	0.2420	32.70	123.40	1
OGLE-LMC-HB-0154	MS	05:14:44.32	-69:07:33.4	16.723	17.068	0.345	11.07484400	9002.3960	0.191	0.1229	89.90	68.70	0
OGLE-LMC-HB-0155	RG	05:14:49.91	-68:58:58.0	15.566	17.149	1.583	322.17000000	9059.3000	0.060	0.2609	64.30	149.70	1
OGLE-LMC-HB-0156	RG	05:14:50.39	-68:45:18.5	16.013	17.495	1.482	249.35500000	9160.4000	0.045	0.2863	62.10	24.90	1
OGLE-LMC-HB-0157	MS	05:14:50.62	-69:05:08.6	15.840	15.786	-0.054	6.45023000	9003.0070	0.025	0.2760	52.30	160.10	0
OGLE-LMC-HB-0158	RG	05:14:51.70	-69:35:22.3	15.812	17.310	1.498	394.99700000	9046.9000	0.050	0.3663	81.10	36.30	1
OGLE-LMC-HB-0159	RG	05:15:04.69	-69:30:40.3	14.476	15.839	1.363	268.32900000	9244.8000	0.021	0.1238	65.00	58.80	0
OGLE-LMC-HB-0160	RG	05:15:05.91	-69:21:07.8	16.265	17.651	1.386	255.70500000	9044.0000	0.047	0.3050	86.80	60.30	0
OGLE-LMC-HB-0161	RG	05:15:33.10	-69:03:22.2	16.215	17.633	1.418	232.85200000	9222.1000	0.021	0.1400	63.00	38.80	1
OGLE-LMC-HB-0162	RG	05:15:58.25	-69:19:30.3	15.543	16.679	1.136	295.19000000	9140.8000	0.014	0.2660	58.30	174.60	0
OGLE-LMC-HB-0163	RG	05:16:13.36	-69:43:04.8	15.435	17.128	1.693	425.97000000	9410.8000	0.032	0.2440	65.60	52.10	1
OGLE-LMC-HB-0164	MS	05:16:17.98	-67:13:45.5	15.543	15.386	-0.157	4.72010000	9002.5600	0.014	0.3500	40.00	150.00	0
OGLE-LMC-HB-0165	RG	05:16:22.30	-69:02:37.0	15.748	17.313	1.565	514.41000000	9298.0000	0.036	0.4370	63.30	161.90	1
OGLE-LMC-HB-0166	RG	05:16:25.23	-67:53:01.8	15.931	17.402	1.471	482.86000000	9287.8000	0.030	0.5130	65.70	65.60	1
OGLE-LMC-HB-0167	MS	05:16:25.41	-69:28:55.2	15.065	15.312	0.247	242.67000000	9056.6000	0.038	0.1520	21.32	22.30	0
OGLE-LMC-HB-0168	RG	05:16:26.75	-67:38:55.1	15.371	17.110	1.739	495.61000000	9216.1000	0.046	0.3780	89.00	102.90	1
OGLE-LMC-HB-0169	RG	05:16:28.67	-69:31:25.8	15.916	17.361	1.445	237.80800000	9095.7000	0.029	0.2690	49.00	178.10	1
OGLE-LMC-HB-0170	RG	05:16:28.67	-68:59:27.9	15.644	17.288	1.644	413.19000000	9189.3000	0.035	0.2990	67.90	64.70	1
OGLE-LMC-HB-0171	RG	05:16:37.78	-69:30:39.5	14.203	15.642	1.439	468.38000000	9173.1000	0.025	0.4120	83.20	85.30	1
OGLE-LMC-HB-0172	RG	05:16:51.00	-69:10:47.4	15.205	16.900	1.695	421.70100000	9329.1000	0.049	0.2682	61.40	104.00	1
OGLE-LMC-HB-0173	RG	05:16:52.92	-69:00:50.4	15.945	17.496	1.551	277.49000000	9052.7000	0.039	0.1061	50.40	30.20	1
OGLE-LMC-HB-0174	RG	05:17:00.94	-69:57:47.7	16.193	17.712	1.519	328.43000000	9312.3000	0.023	0.2550	64.90	113.20	1
OGLE-LMC-HB-0175	RG	05:17:11.89	-68:10:17.8	15.425	17.105	1.680	546.06000000	9252.7000	0.025	0.3880	69.40	0.30	1
OGLE-LMC-HB-0176	RG	05:17:15.36	-69:26:01.9	16.183	17.390	1.207	207.50700000	9106.6000	0.025	0.1370	88.80	124.50	1
OGLE-LMC-HB-0177	RG	05:17:16.42	-70:37:34.4	15.344	17.033	1.689	613.02000000	9121.4000	0.053	0.3860	76.30	60.80	1
OGLE-LMC-HB-0178	RG	05:17:18.58	-70:33:24.1	15.765	17.267	1.502	313.41000000	9177.1000	0.024	0.3250	55.50	135.00	1
OGLE-LMC-HB-0179	RG	05:17:18.82	-70:37:08.5	15.126	16.635	1.509	469.90000000	9036.8000	0.030	0.3330	65.50	63.20	1
OGLE-LMC-HB-0180	RG	05:17:24.62	-67:01:49.0	16.338	17.613	1.275	247.08000000	9109.1000	0.045	0.4320	72.20	52.40	0
OGLE-LMC-HB-0181	RG	05:17:30.16	-69:31:03.6	15.381	17.128	1.747	462.72000000	9242.2000	0.033	0.1327	55.90	43.30	1
OGLE-LMC-HB-0182	RG	05:17:38.08	-69:48:48.4	15.467	17.036	1.569	297.17900000	9037.2000	0.054	0.3188	68.90	145.50	1
OGLE-LMC-HB-0183	RG	05:17:39.85	-69:10:57.6	15.517	17.151	1.634	392.50000000	9384.9000	0.018	0.1650	58.50	176.60	1
OGLE-LMC-HB-0184	RG	05:17:43.36	-70:30:26.1	15.694	17.294	1.600	381.13000000	9017.2000	0.030	0.2410	62.40	164.90	1
OGLE-LMC-HB-0185	MS	05:17:44.82	-69:37:39.6	16.482	16.925	0.443	31.19359000	9004.5840	0.185	0.5672	64.50	73.60	0
OGLE-LMC-HB-0186	MS	05:17:45.07	-69:43:16.7	14.136	14.044	-0.092	12.64554000	9008.8270	0.018	0.4820	35.30	131.30	1
OGLE-LMC-HB-0187	RG	05:17:46.33	-69:29:09.2	15.233	16.897	1.664	458.97600000	9235.8000	0.059	0.3264	56.50	100.70	1
OGLE-LMC-HB-0188	RG	05:18:10.17	-70:21:11.9	15.538	17.213	1.675	392.97500000	9295.4000	0.057	0.3166	59.10	25.90	1
OGLE-LMC-HB-0189	RG	05:18:14.67	-70:37:51.4	16.133	17.600	1.467	276.30000000	9221.2000	0.030	0.2720	58.20	114.60	1
OGLE-LMC-HB-0190	RG	05:18:15.62	-70:07:16.7	15.871	17.357	1.486	269.91600000	9072.0000	0.057	0.2999	89.10	141.50	1
OGLE-LMC-HB-0191	RG	05:18:18.74	-69:07:51.2	15.566	17.320	1.754	462.61000000	9094.4000	0.028	0.1760	67.80	67.30	1
OGLE-LMC-HB-0192	RG	05:18:19.06	-70:17:42.6	15.768	17.222	1.454	795.53000000	9549.9000	0.024	0.5590	68.00	72.50	1
